City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
0,Ushuaia,AR,-54.8,-68.3,62.26,48,20,9.22,few clouds
1,Panguna,PG,-6.3164,155.4848,69.31,85,85,1.72,overcast clouds
2,Severo-Kurilsk,RU,50.6789,156.125,34.86,86,100,24.09,overcast clouds
3,Mataura,NZ,-46.1927,168.8643,44.47,74,37,1.48,scattered clouds
4,Hilo,US,19.7297,-155.09,71.8,43,90,11.5,light rain
5,Gourdon,FR,44.75,1.5,38.25,94,97,1.28,overcast clouds
6,Wad Madani,SD,14.4012,33.5199,84.81,23,0,10.54,clear sky
7,Tuktoyaktuk,CA,69.4541,-133.0374,-7.6,77,75,8.05,broken clouds
8,Ambon,ID,-3.6954,128.1814,81.57,80,99,6.55,moderate rain
9,Jamestown,US,42.097,-79.2353,63.52,81,90,14.0,overcast clouds
10,Yellowknife,CA,62.456,-114.3525,-3.59,88,75,17.27,broken clouds
11,Hit,IQ,33.6416,42.8251,56.28,39,25,5.61,scattered clouds
12,Cape Town,ZA,-33.9258,18.4232,70.09,62,20,3.0,few clouds
13,Portland,US,45.5234,-122.6762,48.43,92,90,4.0,moderate rain
14,Cap Malheureux,MU,-19.9842,57.6142,79.47,70,100,7.0,light rain
15,Albany,US,42.6001,-73.9662,56.32,93,100,1.01,overcast clouds
16,Tilichiki,RU,60.4667,166.1,-13.63,82,3,9.24,clear sky
17,Rikitea,PF,-23.1203,-134.9692,75.43,75,100,14.81,overcast clouds
18,Luderitz,NA,-26.6481,15.1594,63.99,78,0,14.32,clear sky
19,Ponta Delgada,PT,37.7333,-25.6667,66.92,77,40,14.97,scattered clouds
20,Carsamba,TR,41.1989,36.7219,58.28,93,0,1.14,clear sky
21,Nha Trang,VN,12.25,109.1833,77.0,85,94,6.85,overcast clouds
22,Nikolskoye,RU,59.7035,30.7861,24.69,93,100,10.02,overcast clouds
23,Hurricane,US,37.1753,-113.2899,41.34,26,14,3.31,few clouds
24,Tasiilaq,GL,65.6145,-37.6368,39.36,66,100,20.0,overcast clouds
25,Hobart,AU,-42.8794,147.3294,50.05,77,90,4.61,overcast clouds
26,Koster,ZA,-25.863,26.8976,68.32,59,97,14.03,light rain
27,Mao,ES,39.8885,4.2658,48.76,76,20,5.75,few clouds
28,Sao Filipe,CV,14.8961,-24.4956,75.81,69,74,6.04,broken clouds
29,Atuona,PF,-9.8,-139.0333,78.76,73,48,18.01,scattered clouds
30,Kawalu,ID,-7.3817,108.2082,72.57,96,93,1.03,overcast clouds
31,Tiksi,RU,71.6872,128.8694,-15.02,98,99,5.39,overcast clouds
32,Diu,IN,20.7141,70.9822,75.13,61,0,4.85,clear sky
33,Arraial Do Cabo,BR,-22.9661,-42.0278,87.76,69,0,14.97,clear sky
34,Yambio,SS,4.5721,28.3955,83.07,34,57,3.0,broken clouds
35,Touros,BR,-5.1989,-35.4608,88.7,62,15,15.32,few clouds
36,Ribeira Grande,PT,38.5167,-28.7,66.6,82,40,16.11,scattered clouds
37,Nanortalik,GL,60.1432,-45.2371,27.55,82,100,26.55,overcast clouds
38,Clyde River,CA,70.4692,-68.5914,-17.48,96,33,4.14,scattered clouds
39,Saskylakh,RU,71.9167,114.0833,-40.74,100,100,2.51,overcast clouds
40,Ahuimanu,US,21.4447,-157.8378,74.91,76,20,16.11,few clouds
41,Chapais,CA,49.7834,-74.8492,17.38,94,100,17.25,snow
42,Khatanga,RU,71.9667,102.5,-42.2,100,66,5.28,broken clouds
43,Sabha,LY,27.0377,14.4283,57.67,32,93,5.19,overcast clouds
44,Palora,EC,-1.7,-77.9333,82.38,80,95,3.27,light rain
45,Te Anau,NZ,-45.4167,167.7167,39.07,85,13,2.64,few clouds
46,Hermanus,ZA,-34.4187,19.2345,66.9,72,60,18.59,broken clouds
47,Bluff,NZ,-46.6,168.3333,44.8,67,15,3.13,few clouds
48,Bredasdorp,ZA,-34.5322,20.0403,64.27,64,84,9.46,broken clouds
49,Arcata,US,40.8665,-124.0828,51.37,70,90,1.01,overcast clouds
50,Lloydminster,CA,53.2835,-110.0016,29.88,73,20,6.91,few clouds
51,Rocha,UY,-34.4833,-54.3333,76.64,48,17,12.3,few clouds
52,Murray Bridge,AU,-35.1167,139.2667,61.84,63,32,3.58,scattered clouds
53,Matata,NZ,-37.8833,176.75,70.59,95,100,2.75,light rain
54,Puerto Ayora,EC,-0.7393,-90.3518,76.96,91,100,8.23,overcast clouds
55,Lesogorsk,RU,56.0458,99.5136,17.65,95,100,6.11,light snow
56,Vaini,TO,-21.2,-175.2,75.36,94,40,3.44,light rain
57,Chilca,PE,-12.5211,-76.7372,69.96,81,84,8.84,broken clouds
58,Pangnirtung,CA,66.1451,-65.7125,-2.2,84,75,4.61,broken clouds
59,Port Lincoln,AU,-34.7333,135.8667,63.32,76,9,10.69,clear sky
60,Yaan,NG,7.3833,8.5667,85.6,17,65,5.03,broken clouds
61,Kapaa,US,22.0752,-159.319,73.72,81,75,1.99,light rain
62,Iranshahr,IR,27.2025,60.6848,59.34,20,0,4.61,clear sky
63,Tautira,PF,-17.7333,-149.15,82.42,73,28,11.63,scattered clouds
64,Marslet,DK,56.0636,10.1623,32.05,93,88,5.19,overcast clouds
65,Alekseyevskoye,RU,55.3071,50.1135,9.28,87,9,9.4,clear sky
66,Riyadh,SA,24.6877,46.7219,59.14,33,41,6.31,scattered clouds
67,Kavaratti,IN,10.5669,72.642,81.52,69,1,6.42,clear sky
68,Beloha,MG,-25.1667,45.05,79.0,70,85,8.05,overcast clouds
69,Port Alfred,ZA,-33.5906,26.891,70.16,89,57,7.65,light rain
70,Dikson,RU,73.5069,80.5464,-15.61,85,100,5.86,overcast clouds
71,Lebu,CL,-37.6167,-73.65,58.89,60,81,7.78,broken clouds
72,Busselton,AU,-33.65,115.3333,57.04,85,52,12.8,broken clouds
73,Lorengau,PG,-2.0226,147.2712,82.0,84,100,14.0,overcast clouds
74,Avarua,CK,-21.2078,-159.775,77.05,83,99,8.05,light rain
75,Conceicao Da Barra,BR,-18.5933,-39.7322,80.83,66,73,8.75,broken clouds
76,Vina Del Mar,CL,-33.0246,-71.5518,65.68,70,90,11.5,overcast clouds
77,Bethel,US,41.3712,-73.414,58.1,92,90,3.0,mist
78,Provideniya,RU,64.3833,-173.3,-8.55,81,88,9.1,overcast clouds
79,Badarpur,IN,24.9,92.6,61.32,83,0,2.77,clear sky
80,Carnarvon,AU,-24.8667,113.6333,69.87,68,40,18.41,scattered clouds
81,Kayseri,TR,38.737,35.4968,42.82,70,0,5.75,clear sky
82,Cherskiy,RU,68.75,161.3,-44.41,100,76,4.65,broken clouds
83,Suoyarvi,RU,62.0833,32.35,20.39,91,98,8.1,overcast clouds
84,Rangpur,BD,25.75,89.25,64.11,39,0,7.36,clear sky
85,Mar Del Plata,AR,-38.0023,-57.5575,71.62,90,40,25.01,scattered clouds
86,Cape Girardeau,US,37.3834,-89.7168,42.55,63,9,7.0,clear sky
87,Pitimbu,BR,-7.4706,-34.8086,88.39,62,13,11.36,few clouds
88,Altay,CN,47.8667,88.1167,13.77,51,0,7.85,clear sky
89,Nanfeng,CN,23.7434,111.7959,67.59,57,79,2.1,broken clouds
90,Kasama,ZM,-10.2129,31.1808,70.72,41,45,5.5,scattered clouds
91,Kasongo,CD,-4.45,26.6667,71.76,95,100,3.8,light rain
92,Hithadhoo,MV,-0.6,73.0833,80.85,79,65,10.65,broken clouds
93,East London,ZA,-33.0153,27.9116,68.94,94,20,9.22,light rain
94,Olafsvik,IS,64.8945,-23.7142,39.61,84,100,21.74,overcast clouds
95,Faanui,PF,-16.4833,-151.75,80.82,71,18,11.61,few clouds
96,Souillac,MU,-20.5167,57.5167,79.36,78,40,12.66,light rain
97,Alghero,IT,40.5589,8.3181,46.99,76,0,1.14,clear sky
98,Gualaceo,EC,-2.9,-78.7833,74.86,72,92,3.42,light rain
99,Zilair,RU,52.2332,57.4392,14.31,74,26,16.17,scattered clouds
100,Bengkulu,ID,-3.8004,102.2655,76.39,88,97,4.0,overcast clouds
101,Mahebourg,MU,-20.4081,57.7,79.25,78,40,12.66,light rain
102,Constitucion,CL,-35.3333,-72.4167,61.36,70,89,6.4,overcast clouds
103,Chokurdakh,RU,70.6333,147.9167,-48.48,100,68,2.48,broken clouds
104,Hagenow,DE,53.4333,11.1833,39.2,80,83,12.77,broken clouds
105,Barrow,US,71.2906,-156.7887,-0.38,78,90,10.36,haze
106,Leh,IN,34.1667,77.5833,4.62,48,29,3.24,scattered clouds
107,Castro,BR,-24.7911,-50.0119,83.79,31,79,5.82,broken clouds
108,Karratha,AU,-20.7377,116.8463,94.44,21,47,21.32,scattered clouds
109,Mercedes,AR,-34.6515,-59.4307,88.52,28,51,3.13,broken clouds
110,Semirom,IR,31.4167,51.5667,37.78,33,0,1.3,clear sky
111,Nome,US,64.5011,-165.4064,-5.73,71,90,10.36,overcast clouds
112,Ilulissat,GL,69.2167,-51.1,21.22,49,40,11.5,scattered clouds
113,Norman Wells,CA,65.282,-126.8329,-3.96,71,90,12.66,light snow
114,Cidreira,BR,-30.1811,-50.2056,72.55,63,40,9.19,scattered clouds
115,Petrovsk-Zabaykalskiy,RU,51.273,108.843,-4.02,98,91,3.69,overcast clouds
116,Mega,ET,4.05,38.3,63.45,33,26,13.71,scattered clouds
117,Ormara,PK,25.2088,64.6357,73.24,51,38,7.74,scattered clouds
118,Victoria,HK,22.2855,114.1577,69.85,84,0,1.99,clear sky
119,Georgetown,MY,5.4112,100.3354,81.9,77,20,1.01,few clouds
120,Saint-Philippe,RE,-21.3585,55.7679,78.35,79,55,10.45,broken clouds
121,Hanzhong,CN,33.0728,107.0303,41.92,84,92,1.07,overcast clouds
122,Maniitsoq,GL,65.4167,-52.9,21.04,68,93,6.22,overcast clouds
123,Pacific Grove,US,36.6177,-121.9166,56.37,73,1,1.99,clear sky
124,Bambous Virieux,MU,-20.3428,57.7575,79.21,78,40,12.66,light rain
125,Nsanje,MW,-16.92,35.262,88.05,43,92,9.22,overcast clouds
126,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,76,75,10.0,broken clouds
127,Cloquet,US,46.7216,-92.4594,30.38,70,75,10.36,broken clouds
128,Havoysund,NO,70.9963,24.6622,31.08,84,81,11.48,broken clouds
129,San Patricio,US,28.017,-97.5169,66.29,27,37,23.35,scattered clouds
130,Buchanan,LR,5.8808,-10.0467,80.56,75,98,9.37,overcast clouds
131,Marrakesh,MA,31.6315,-8.0083,69.87,37,0,8.05,clear sky
132,Magistralnyy,RU,56.1725,107.4458,1.26,96,100,7.63,light snow
133,Taman,RU,45.2117,36.7161,44.92,83,56,3.69,broken clouds
134,Tungor,RU,53.3808,142.9564,24.48,98,100,5.95,overcast clouds
135,Karaton,ID,-6.3424,106.1045,77.16,94,100,3.89,overcast clouds
136,Yerbogachen,RU,61.2767,108.0108,-18.17,98,80,3.47,broken clouds
137,Wanning,CN,18.8003,110.3967,71.42,85,94,10.94,overcast clouds
138,Limburg,NL,51.25,6.0,43.05,89,100,1.01,overcast clouds
139,Saint George,US,37.1041,-113.5841,44.35,48,1,1.01,clear sky
140,Caruray,PH,10.3094,119.0128,79.86,89,79,10.02,broken clouds
141,Vozhega,RU,60.4725,40.2213,7.92,91,99,6.17,overcast clouds
142,Bathsheba,BB,13.2167,-59.5167,84.81,70,75,21.85,broken clouds
143,Buala,SB,-8.145,159.5921,80.82,84,100,6.49,overcast clouds
144,Statesboro,US,32.4488,-81.7832,78.24,69,75,9.22,broken clouds
145,Bossangoa,CF,6.4926,17.4552,81.09,24,88,3.8,overcast clouds
146,Sri Aman,MY,1.2376,111.4621,77.09,94,100,0.0,light rain
147,Bud,US,39.447,-86.1758,40.3,72,59,23.78,broken clouds
148,Ponta Do Sol,PT,32.6667,-17.1,68.0,61,22,6.02,few clouds
149,Svetlyy,RU,54.675,20.1347,30.25,88,99,8.39,overcast clouds
150,Vilcun,CL,-38.65,-72.2333,59.74,86,100,2.89,overcast clouds
151,Sun City West,US,33.662,-112.3413,62.11,31,1,5.01,clear sky
152,Manokwari,ID,-0.8667,134.0833,79.56,82,100,9.37,overcast clouds
153,Qaanaaq,GL,77.484,-69.3632,-3.78,66,14,6.78,few clouds
154,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,40,21.65,scattered clouds
155,La Ronge,CA,55.1001,-105.2842,12.45,92,90,3.44,overcast clouds
156,Narsaq,GL,60.9167,-46.05,25.02,85,100,3.15,overcast clouds
157,Damaturu,NG,11.747,11.9608,78.6,18,25,10.6,scattered clouds
158,Oxford,GB,51.7522,-1.256,49.62,97,90,1.01,drizzle
159,Mitu,CO,1.1983,-70.1733,89.55,49,97,5.12,overcast clouds
160,Kruisfontein,ZA,-34.0033,24.7314,65.88,72,70,6.31,broken clouds
161,Avera,US,33.194,-82.5271,73.06,71,98,16.53,overcast clouds
162,Upernavik,GL,72.7868,-56.1549,0.75,96,100,11.23,overcast clouds
163,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,93,40,2.24,scattered clouds
164,Madison Heights,US,42.4859,-83.1052,49.95,66,75,24.16,broken clouds
165,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,97.47,31,96,7.36,moderate rain
166,Dunedin,NZ,-45.8742,170.5036,48.79,63,34,4.0,scattered clouds
167,Muroto,JP,33.2833,134.15,59.34,70,22,4.59,few clouds
168,Bramming,DK,55.4695,8.7001,34.12,93,75,1.14,broken clouds
169,Butaritari,KI,3.0707,172.7902,82.67,73,71,16.11,broken clouds
170,Paracuru,BR,-3.41,-39.0306,87.82,60,69,15.05,broken clouds
171,Yarmouth,US,41.7057,-70.2286,62.46,98,90,12.66,mist
172,Boa Vista,BR,2.8197,-60.6733,84.18,70,75,11.5,light rain
173,Timbiqui,CO,2.7717,-77.6654,73.78,98,100,4.47,heavy intensity rain
174,Bouza,NE,14.4229,6.0428,77.5,13,12,7.58,few clouds
175,Harbour Breton,CA,47.4833,-55.7983,39.99,77,100,18.25,overcast clouds
176,Maputo,MZ,-25.9653,32.5892,80.28,86,75,5.01,broken clouds
177,Zhigansk,RU,66.7697,123.3711,-7.96,97,100,9.66,overcast clouds
178,Hami,CN,42.8,93.45,22.37,47,0,4.34,clear sky
179,Cayenne,GF,4.9333,-52.3333,82.09,85,75,5.01,broken clouds
180,Zarubino,RU,42.63,131.0922,35.13,65,34,22.68,scattered clouds
181,Takoradi,GH,4.8845,-1.7554,81.64,77,78,8.9,broken clouds
182,Kerman,IR,30.2832,57.0788,44.46,26,0,4.61,clear sky
183,New Norfolk,AU,-42.7826,147.0587,49.71,64,67,1.9,broken clouds
184,Punta Arenas,CL,-53.15,-70.9167,60.82,58,75,14.97,broken clouds
185,Syracuse,IT,37.0881,15.2792,57.31,63,13,31.85,few clouds
186,Kavieng,PG,-2.5744,150.7967,82.94,80,100,7.83,moderate rain
187,Hambantota,LK,6.1241,81.1185,79.18,77,50,16.28,scattered clouds
188,Pontes E Lacerda,BR,-15.2261,-59.3353,84.85,76,100,3.06,overcast clouds
189,Thompson,CA,55.7435,-97.8558,-9.24,84,20,8.05,few clouds
190,Bonthe,SL,7.5264,-12.505,83.17,69,73,9.06,broken clouds
191,Podgorodnyaya Pokrovka,RU,51.8281,54.9874,14.16,81,5,10.36,clear sky
192,Ulyanovsk,RU,54.0,48.0,9.36,72,5,9.55,clear sky
193,Coquimbo,CL,-29.9533,-71.3436,67.73,59,20,11.5,few clouds
194,Chuy,UY,-33.6971,-53.4616,73.94,55,12,12.03,few clouds
195,Pangody,RU,65.85,74.4859,-7.8,96,73,10.96,broken clouds
196,Klaksvik,FO,62.2266,-6.589,45.52,75,100,20.92,overcast clouds
197,Rio Gallegos,AR,-51.6226,-69.2181,53.65,71,75,6.91,broken clouds
198,Margate,GB,51.3813,1.3862,46.31,84,100,1.99,overcast clouds
199,Lexington,US,37.9887,-84.4777,51.8,79,90,5.01,overcast clouds
200,Todos Santos,MX,23.45,-110.2167,78.01,72,77,4.92,broken clouds
201,Abnub,EG,27.2696,31.1511,66.42,25,100,7.38,overcast clouds
202,Vao,NC,-22.6667,167.4833,78.58,86,100,16.87,overcast clouds
203,Fortuna,US,40.5982,-124.1573,51.1,70,90,4.0,overcast clouds
204,Lagoa,PT,39.05,-27.9833,64.22,83,99,19.37,overcast clouds
205,Oranjemund,NA,-28.55,16.4333,63.5,81,0,10.67,clear sky
206,Tupik,RU,54.4253,119.9327,-4.29,98,99,3.24,overcast clouds
207,Trinidad,BO,-14.8333,-64.9,76.98,94,75,14.97,thunderstorm
208,Hofn,IS,64.2539,-15.2082,42.8,80,75,20.09,broken clouds
209,Husavik,IS,66.0449,-17.3389,42.71,87,87,8.08,overcast clouds
210,Charters Towers,AU,-20.1,146.2667,75.6,79,29,8.63,scattered clouds
211,Bouca,CF,6.5105,18.2733,82.0,25,94,3.65,overcast clouds
212,Suntar,RU,62.1444,117.6319,-21.68,96,67,5.39,broken clouds
213,Kaitangata,NZ,-46.2817,169.8464,48.92,71,25,4.79,scattered clouds
214,Yumen,CN,40.2833,97.2,21.67,51,0,7.45,clear sky
215,Vila Velha,BR,-20.3297,-40.2925,85.95,77,40,11.01,scattered clouds
216,Mulege,MX,26.8833,-111.9833,69.33,54,56,16.33,broken clouds
217,Arua,UG,3.0201,30.9111,73.24,47,65,0.92,broken clouds
218,Lhokseumawe,ID,5.1801,97.1507,77.41,87,80,5.88,broken clouds
219,Mackay,AU,-21.15,149.2,75.18,88,85,3.44,overcast clouds
220,Brooks,CA,50.5834,-111.8851,39.83,56,50,14.97,scattered clouds
221,Belyy Yar,RU,53.6039,91.3903,10.29,87,94,2.24,overcast clouds
222,Eyl,SO,7.9803,49.8164,77.92,76,20,21.65,few clouds
223,Arani,IN,12.6667,79.2833,72.5,93,13,4.54,few clouds
224,Torbay,CA,47.6666,-52.7314,33.28,90,90,8.05,light shower snow
225,Jiwani,PK,25.05,61.7417,73.4,53,40,10.85,scattered clouds
226,Villarrica,PY,-25.75,-56.4333,101.21,17,100,4.76,overcast clouds
227,Manuk Mangkaw,PH,4.8,119.85,81.91,81,91,6.53,overcast clouds
228,Cabo San Lucas,MX,22.8909,-109.9124,78.51,66,64,5.99,broken clouds
229,Balkanabat,TM,39.5108,54.3671,51.4,68,0,0.69,clear sky
230,Pisco,PE,-13.7,-76.2167,71.65,73,75,6.91,broken clouds
231,Port Hedland,AU,-20.3167,118.5667,82.45,78,32,8.05,scattered clouds
232,Nuevo Imperial,PE,-13.0754,-76.3172,73.02,70,67,9.62,broken clouds
233,Lima,PE,-12.0432,-77.0282,68.25,73,90,18.41,overcast clouds
234,Jacqueville,CI,5.2052,-4.4146,84.11,79,76,12.5,broken clouds
235,Bria,CF,6.5423,21.9863,81.73,25,100,3.24,overcast clouds
236,Puksoozero,RU,62.5903,40.6066,11.12,82,89,9.48,overcast clouds
237,Mumbwa,ZM,-14.9783,27.0619,84.74,23,81,9.82,broken clouds
238,Tiznit,MA,29.5833,-9.5,62.6,33,0,3.18,clear sky
239,Genhe,CN,50.7833,121.5167,-10.37,100,63,3.0,broken clouds
240,Yar-Sale,RU,66.8333,70.8333,-6.54,98,37,6.82,scattered clouds
241,Esperance,AU,-33.8667,121.9,58.84,76,1,13.31,clear sky
242,Opuwo,NA,-18.0607,13.84,75.22,59,98,2.35,light rain
243,Vanavara,RU,60.34,102.2797,3.27,95,100,7.9,light snow
244,Fernley,US,39.608,-119.2518,39.85,46,100,5.37,overcast clouds
245,Ambanja,MG,-13.6833,48.45,77.4,82,93,3.2,light rain
246,Chute-Aux-Outardes,CA,49.1168,-68.399,26.91,86,90,20.71,snow
247,Guerrero Negro,MX,27.9769,-114.0611,65.08,55,0,1.5,clear sky
248,Iqaluit,CA,63.7506,-68.5145,-9.31,63,40,8.99,scattered clouds
249,Punta Umbria,ES,37.1821,-6.9661,65.23,46,0,3.83,clear sky
250,Egvekinot,RU,66.3167,-179.1667,-26.52,81,16,5.26,few clouds
251,San Jeronimo,PE,-11.9472,-75.2829,66.7,37,23,2.24,few clouds
252,Salalah,OM,17.0151,54.0924,80.69,32,0,9.22,clear sky
253,Baragua,CU,21.6967,-78.6328,82.13,65,49,10.25,scattered clouds
254,Hualmay,PE,-11.0964,-77.6139,72.14,73,56,12.64,broken clouds
255,Bandiagara,ML,14.3501,-3.6104,79.92,9,43,7.54,scattered clouds
256,Kahului,US,20.8947,-156.47,73.42,85,20,12.66,few clouds
257,Sitka,US,57.0531,-135.33,31.89,80,90,4.61,snow
258,Mastic Beach,US,40.7668,-72.8521,58.53,97,90,4.0,mist
259,Narasannapeta,IN,18.4167,84.05,72.68,83,3,8.5,clear sky
260,Yertsevo,RU,60.7966,40.086,8.29,89,100,7.34,overcast clouds
261,Padang,ID,-0.9492,100.3543,77.22,89,100,4.88,light rain
262,Jutai,BR,-5.1833,-68.9,87.8,57,97,4.36,overcast clouds
263,Ucluelet,CA,48.9329,-125.5528,44.1,86,99,5.99,overcast clouds
264,Saint-Joseph,RE,-21.3667,55.6167,77.36,76,69,9.04,broken clouds
265,Broken Hill,AU,-31.95,141.4333,65.91,30,22,8.05,few clouds
266,Lleida,ES,41.6167,0.6167,55.6,74,0,10.36,clear sky
267,Bow Island,CA,49.8668,-111.3684,38.98,56,51,0.0,broken clouds
268,Vostok,RU,46.4856,135.8833,13.84,96,100,3.27,overcast clouds
269,Aykhal,RU,66.0,111.5,-35.54,100,60,1.1,broken clouds
270,Svetlogorsk,BY,52.6333,29.7333,39.04,86,100,12.95,overcast clouds
271,Sambava,MG,-14.2667,50.1667,76.14,75,23,10.47,few clouds
272,Sao Francisco,BR,-15.9486,-44.8644,82.51,72,94,5.3,light rain
273,Katsuura,JP,35.1333,140.3,50.11,65,6,7.94,clear sky
274,Ha Tinh,VN,18.3333,105.9,67.69,90,30,4.25,scattered clouds
275,Khash,IR,28.2211,61.2158,49.48,24,41,3.74,scattered clouds
276,Niquero,CU,20.0431,-77.5828,84.16,57,1,2.35,clear sky
277,Fomeque,CO,4.488,-73.8975,70.56,89,100,3.36,light rain
278,Hasaki,JP,35.7333,140.8333,37.8,59,7,6.44,clear sky
279,Ferme-Neuve,CA,46.7001,-75.4493,37.18,98,100,10.74,overcast clouds
280,Saquarema,BR,-22.92,-42.5103,87.94,79,34,10.45,scattered clouds
281,Disraeli,CA,45.9001,-71.3491,40.89,88,100,10.63,overcast clouds
282,Pevek,RU,69.7008,170.3133,-29.47,99,99,6.42,overcast clouds
283,Sur,OM,22.5667,59.5289,70.86,60,26,3.65,scattered clouds
284,Babstovo,RU,48.1167,132.4833,11.12,95,100,1.95,overcast clouds
285,Berlevag,NO,70.8578,29.0864,28.51,84,53,15.55,broken clouds
286,Ipora,BR,-16.4419,-51.1178,86.61,50,76,4.5,broken clouds
287,Sayyan,YE,15.1718,44.3244,47.71,44,0,4.65,clear sky
288,Baracoa,CU,20.3467,-74.4958,82.08,71,28,12.28,scattered clouds
289,Mount Gambier,AU,-37.8333,140.7667,51.71,87,68,5.75,broken clouds
290,Luanda,AO,-8.8368,13.2343,80.6,83,40,8.05,light rain
291,Jumla,NP,29.2747,82.1838,35.71,40,0,5.21,clear sky
292,Zyryanka,RU,65.75,150.85,-46.5,96,91,3.62,overcast clouds
293,Sorso,IT,40.8,8.5772,45.59,74,42,7.29,scattered clouds
294,Crixas,BR,-14.5489,-49.9692,81.32,77,100,6.55,moderate rain
295,San Cristobal,VE,7.7669,-72.225,77.18,44,55,2.01,broken clouds
296,Nelson Bay,AU,-32.7167,152.15,62.01,94,98,1.01,light rain
297,Beringovskiy,RU,63.05,179.3167,-21.91,96,32,5.21,scattered clouds
298,Santa Maria,BR,-29.6842,-53.8069,87.1,35,20,5.75,few clouds
299,Leningradskiy,RU,69.3833,178.4167,-24.59,85,55,10.07,broken clouds
300,Sakakah,SA,29.9697,40.2064,63.97,38,66,10.18,broken clouds
301,Aklavik,CA,68.2191,-135.0107,1.4,78,90,13.8,light snow
302,Loralai,PK,30.3705,68.598,46.78,24,97,1.43,overcast clouds
303,Gillette,US,44.2911,-105.5022,27.81,70,1,21.0,haze
304,Visby,SE,57.6409,18.296,32.77,93,100,8.05,overcast clouds
305,Pontianak,ID,-0.0333,109.3333,76.98,94,40,0.0,scattered clouds
306,Loudi,CN,27.7344,111.9944,50.05,78,100,6.89,overcast clouds
307,Sola,VU,-13.8833,167.55,81.88,75,99,7.34,overcast clouds
308,Semibratovo,RU,57.3046,39.5369,3.06,96,56,4.68,broken clouds
309,Mandalgovi,MN,45.7625,106.2708,6.24,57,0,9.51,clear sky
310,Longyearbyen,SJ,78.2186,15.6401,30.04,93,75,17.27,light snow
311,Vardo,NO,70.3705,31.1107,29.28,80,84,15.32,broken clouds
312,Buenos Aires,AR,-34.6132,-58.3772,90.0,44,0,8.05,clear sky
313,Dvinskoy,RU,62.1535,45.1175,0.18,98,29,3.76,scattered clouds
314,Nyurba,RU,63.2842,118.3319,-26.99,99,99,4.88,overcast clouds
315,College,US,64.8569,-147.8028,1.58,78,90,8.05,light snow
316,Pocerski Pricinovic,RS,44.7222,19.7072,42.1,93,100,10.74,light rain
317,Zuwarah,LY,32.9312,12.082,60.28,57,86,21.39,overcast clouds
318,Srednekolymsk,RU,67.45,153.6833,-49.13,100,59,1.7,broken clouds
319,Kandrian,PG,-6.2167,149.55,78.67,89,85,5.19,light rain
320,Atar,MR,20.5169,-13.0499,79.97,9,9,11.16,clear sky
321,Codrington,AU,-38.2667,141.9667,47.91,95,23,10.56,few clouds
322,Asosa,ET,10.0667,34.5333,68.83,20,27,5.77,scattered clouds
323,Makakilo City,US,21.3469,-158.0858,73.72,77,90,5.75,overcast clouds
324,Dryden,CA,49.7833,-92.7503,14.29,85,1,10.36,clear sky
325,Salto Del Guaira,PY,-24.0625,-54.3069,99.09,15,95,6.06,overcast clouds
326,Hay River,CA,60.8156,-115.7999,4.98,78,75,8.05,light snow
327,Catabola,AO,-12.15,17.2833,64.53,92,93,4.45,moderate rain
328,Gornyak,RU,50.9942,81.4661,12.33,67,88,13.09,overcast clouds
329,Langsa,ID,4.4683,97.9683,74.25,95,99,2.1,overcast clouds
330,Moerai,PF,-22.4333,-151.3333,78.1,74,100,2.39,overcast clouds
